RUN	SolrFacetQueryTraffic	solrfacetquerytraffic	1545818400079	 	3.0.1
REQUEST	2		Search	1545818403927	1545818404113	OK	 
USER	Users	14	START	1545818404118	1545818404118
REQUEST	12		Search	1545818403918	1545818404117	OK	 
REQUEST	8		Search	1545818403932	1545818404141	OK	 
REQUEST	5		Search	1545818403841	1545818404173	OK	 
REQUEST	1		Search	1545818403794	1545818404201	OK	 
USER	Users	15	START	1545818404216	1545818404216
REQUEST	10		Search	1545818403920	1545818404221	OK	 
REQUEST	1		Search	1545818404205	1545818404228	OK	 
REQUEST	4		Search	1545818403701	1545818404256	OK	 
REQUEST	6		Search	1545818403857	1545818404261	OK	 
REQUEST	6		Search	1545818404263	1545818404283	OK	 
REQUEST	14		Search	1545818404119	1545818404268	OK	 
REQUEST	9		Search	1545818403909	1545818404291	OK	 
REQUEST	13		Search	1545818404018	1545818404294	OK	 
USER	Users	16	START	1545818404318	1545818404318
REQUEST	14		Search	1545818404294	1545818404318	OK	 
REQUEST	16		Search	1545818404319	1545818404356	OK	 
REQUEST	9		Search	1545818404294	1545818404359	OK	 
REQUEST	4		Search	1545818404258	1545818404364	OK	 
REQUEST	3		Search	1545818403810	1545818404392	OK	 
REQUEST	14		Search	1545818404334	1545818404388	OK	 
USER	Users	17	START	1545818404416	1545818404416
REQUEST	11		Search	1545818403817	1545818404422	OK	 
REQUEST	10		Search	1545818404230	1545818404438	OK	 
REQUEST	1		Search	1545818404233	1545818404474	OK	 
REQUEST	15		Search	1545818404217	1545818404494	OK	 
USER	Users	18	START	1545818404515	1545818404515
REQUEST	5		Search	1545818404176	1545818404518	OK	 
REQUEST	8		Search	1545818404145	1545818404516	OK	 
REQUEST	6		Search	1545818404286	1545818404528	OK	 
REQUEST	2		Search	1545818404116	1545818404565	OK	 
REQUEST	12		Search	1545818404124	1545818404583	OK	 
REQUEST	15		Search	1545818404501	1545818404606	OK	 
REQUEST	13		Search	1545818404318	1545818404602	OK	 
USER	Users	19	START	1545818404616	1545818404616
REQUEST	14		Search	1545818404398	1545818404636	OK	 
REQUEST	16		Search	1545818404360	1545818404654	OK	 
REQUEST	9		Search	1545818404362	1545818404665	OK	 
REQUEST	6		Search	1545818404537	1545818404679	OK	 
USER	Users	20	START	1545818404717	1545818404717
USER	Users	21	START	1545818404817	1545818404817
REQUEST	14		Search	1545818404639	1545818404899	OK	 
REQUEST	1		Search	1545818404476	1545818404900	OK	 
USER	Users	22	START	1545818404908	1545818404908
REQUEST	14		Search	1545818404903	1545818404968	OK	 
REQUEST	22		Search	1545818404909	1545818404968	OK	 
USER	Users	23	START	1545818405006	1545818405006
REQUEST	18		Search	1545818404517	1545818405016	OK	 
REQUEST	10		Search	1545818404442	1545818405075	OK	 
REQUEST	8		Search	1545818404521	1545818405088	OK	 
REQUEST	12		Search	1545818404590	1545818405097	OK	 
USER	Users	24	START	1545818405106	1545818405106
REQUEST	3		Search	1545818404396	1545818405065	OK	 
REQUEST	22		Search	1545818404971	1545818405136	OK	 
REQUEST	15		Search	1545818404608	1545818405097	OK	 
REQUEST	14		Search	1545818404970	1545818405041	OK	 
REQUEST	13		Search	1545818404608	1545818405164	OK	 
REQUEST	20		Search	1545818404718	1545818405180	OK	 
REQUEST	4		Search	1545818404371	1545818405193	OK	 
USER	Users	25	START	1545818405206	1545818405206
REQUEST	11		Search	1545818404431	1545818405202	OK	 
REQUEST	16		Search	1545818404657	1545818405210	OK	 
REQUEST	21		Search	1545818404818	1545818405000	OK	 
REQUEST	5		Search	1545818404521	1545818405260	OK	 
REQUEST	17		Search	1545818404417	1545818405252	OK	 
REQUEST	1		Search	1545818404903	1545818405270	OK	 
USER	Users	26	START	1545818405307	1545818405307
REQUEST	10		Search	1545818405084	1545818405333	OK	 
REQUEST	22		Search	1545818405140	1545818405339	OK	 
REQUEST	6		Search	1545818404682	1545818405345	OK	 
REQUEST	9		Search	1545818404670	1545818405384	OK	 
USER	Users	27	START	1545818405409	1545818405409
REQUEST	12		Search	1545818405099	1545818405414	OK	 
REQUEST	3		Search	1545818405118	1545818405420	OK	 
REQUEST	24		Search	1545818405107	1545818405433	OK	 
REQUEST	2		Search	1545818404567	1545818405446	OK	 
REQUEST	14		Search	1545818405164	1545818405503	OK	 
REQUEST	21		Search	1545818405260	1545818405504	OK	 
USER	Users	28	START	1545818405506	1545818405506
REQUEST	20		Search	1545818405188	1545818405506	OK	 
REQUEST	7		Search	1545818403926	1545818405409	OK	 
REQUEST	23		Search	1545818405007	1545818405520	OK	 
USER	Users	29	START	1545818405607	1545818405607
USER	Users	30	START	1545818405706	1545818405706
REQUEST	18		Search	1545818405018	1545818405720	OK	 
REQUEST	16		Search	1545818405215	1545818405770	OK	 
REQUEST	4		Search	1545818405197	1545818405779	OK	 
REQUEST	13		Search	1545818405167	1545818405801	OK	 
REQUEST	10		Search	1545818405338	1545818405805	OK	 
REQUEST	22		Search	1545818405345	1545818405805	OK	 
REQUEST	9		Search	1545818405394	1545818405807	OK	 
USER	Users	31	START	1545818405808	1545818405808
REQUEST	11		Search	1545818405210	1545818405809	OK	 
REQUEST	15		Search	1545818405162	1545818405809	OK	 
REQUEST	19		Search	1545818404617	1545818405862	OK	 
REQUEST	24		Search	1545818405439	1545818405894	OK	 
REQUEST	23		Search	1545818405522	1545818405894	OK	 
USER	Users	32	START	1545818405907	1545818405907
REQUEST	1		Search	1545818405272	1545818405907	OK	 
USER	Users	1	END	1545818402810	1545818405916
REQUEST	32		Search	1545818405908	1545818405924	OK	 
REQUEST	21		Search	1545818405506	1545818405954	OK	 
REQUEST	26		Search	1545818405308	1545818405962	OK	 
REQUEST	30		Search	1545818405708	1545818405988	OK	 
REQUEST	5		Search	1545818405261	1545818405993	OK	 
REQUEST	3		Search	1545818405438	1545818405996	OK	 
USER	Users	3	END	1545818403022	1545818406000
REQUEST	13		Search	1545818405806	1545818406004	OK	 
USER	Users	33	START	1545818406006	1545818406006
REQUEST	31		Search	1545818405810	1545818406053	OK	 
REQUEST	33		Search	1545818406006	1545818406073	OK	 
REQUEST	11		Search	1545818405812	1545818406097	OK	 
USER	Users	34	START	1545818406106	1545818406106
REQUEST	20		Search	1545818405508	1545818406129	OK	 
REQUEST	25		Search	1545818405208	1545818406133	OK	 
REQUEST	26		Search	1545818405965	1545818406166	OK	 
REQUEST	27		Search	1545818405410	1545818406175	OK	 
USER	Users	35	START	1545818406206	1545818406206
REQUEST	28		Search	1545818405507	1545818406211	OK	 
REQUEST	21		Search	1545818405956	1545818406230	OK	 
USER	Users	36	START	1545818406309	1545818406309
USER	Users	37	START	1545818406406	1545818406406
USER	Users	38	START	1545818406507	1545818406507
REQUEST	13		Search	1545818406007	1545818406542	OK	 
REQUEST	17		Search	1545818405263	1545818406558	OK	 
REQUEST	12		Search	1545818405424	1545818406572	OK	 
REQUEST	14		Search	1545818405506	1545818406576	OK	 
REQUEST	6		Search	1545818405349	1545818406599	OK	 
USER	Users	39	START	1545818406612	1545818406612
REQUEST	15		Search	1545818405812	1545818406658	OK	 
USER	Users	40	START	1545818406705	1545818406705
REQUEST	22		Search	1545818405808	1545818406711	OK	 
REQUEST	11		Search	1545818406100	1545818406723	OK	 
REQUEST	4		Search	1545818405787	1545818406740	OK	 
USER	Users	4	END	1545818403116	1545818406744
REQUEST	33		Search	1545818406076	1545818406779	OK	 
REQUEST	5		Search	1545818405995	1545818406784	OK	 
USER	Users	41	START	1545818406806	1545818406806
REQUEST	23		Search	1545818405902	1545818406808	OK	 
REQUEST	18		Search	1545818405725	1545818406821	OK	 
REQUEST	12		Search	1545818406580	1545818406834	OK	 
REQUEST	40		Search	1545818406706	1545818406835	OK	 
REQUEST	22		Search	1545818406714	1545818406847	OK	 
REQUEST	26		Search	1545818406168	1545818406886	OK	 
REQUEST	19		Search	1545818405873	1545818406894	OK	 
USER	Users	42	START	1545818406905	1545818406905
REQUEST	13		Search	1545818406552	1545818406978	OK	 
REQUEST	20		Search	1545818406138	1545818406978	OK	 
REQUEST	33		Search	1545818406782	1545818406978	OK	 
REQUEST	42		Search	1545818406907	1545818406978	OK	 
REQUEST	21		Search	1545818406235	1545818406978	OK	 
REQUEST	27		Search	1545818406179	1545818406987	OK	 
REQUEST	32		Search	1545818405926	1545818406987	OK	 
REQUEST	35		Search	1545818406207	1545818406988	OK	 
REQUEST	2		Search	1545818405473	1545818406987	OK	 
REQUEST	34		Search	1545818406107	1545818406991	OK	 
REQUEST	38		Search	1545818406508	1545818406988	OK	 
USER	Users	43	START	1545818407007	1545818407007
REQUEST	9		Search	1545818405809	1545818406844	OK	 
REQUEST	25		Search	1545818406143	1545818407009	OK	 
REQUEST	29		Search	1545818405608	1545818406980	OK	 
REQUEST	2		Search	1545818406992	1545818407103	OK	 
USER	Users	44	START	1545818407106	1545818407106
REQUEST	31		Search	1545818406056	1545818407138	OK	 
REQUEST	16		Search	1545818405774	1545818406989	OK	 
REQUEST	37		Search	1545818406407	1545818407168	OK	 
REQUEST	30		Search	1545818405992	1545818407114	OK	 
USER	Users	45	START	1545818407207	1545818407207
REQUEST	8		Search	1545818405092	1545818406852	OK	 
REQUEST	24		Search	1545818405900	1545818407237	OK	 
USER	Users	46	START	1545818407307	1545818407307
USER	Users	47	START	1545818407406	1545818407406
REQUEST	28		Search	1545818406214	1545818407470	OK	 
REQUEST	11		Search	1545818406727	1545818407480	OK	 
USER	Users	48	START	1545818407513	1545818407513
REQUEST	14		Search	1545818406581	1545818407514	OK	 
USER	Users	14	END	1545818404118	1545818407516
REQUEST	19		Search	1545818406899	1545818407523	OK	 
REQUEST	12		Search	1545818406836	1545818407528	OK	 
REQUEST	23		Search	1545818406812	1545818407543	OK	 
REQUEST	20		Search	1545818406980	1545818407551	OK	 
REQUEST	10		Search	1545818405809	1545818407588	OK	 
USER	Users	49	START	1545818407608	1545818407608
REQUEST	2		Search	1545818407105	1545818407638	OK	 
USER	Users	2	END	1545818402917	1545818407641
REQUEST	30		Search	1545818407181	1545818407666	OK	 
REQUEST	21		Search	1545818406983	1545818407683	OK	 
REQUEST	33		Search	1545818406980	1545818407688	OK	 
USER	Users	50	START	1545818407708	1545818407708
REQUEST	16		Search	1545818407174	1545818407712	OK	 
REQUEST	6		Search	1545818406606	1545818407720	OK	 
USER	Users	6	END	1545818403317	1545818407725
REQUEST	40		Search	1545818406838	1545818407765	OK	 
REQUEST	41		Search	1545818406806	1545818407772	OK	 
REQUEST	36		Search	1545818406310	1545818407797	OK	 
USER	Users	51	START	1545818407806	1545818407806
REQUEST	22		Search	1545818406850	1545818407818	OK	 
REQUEST	13		Search	1545818406981	1545818407824	OK	 
REQUEST	29		Search	1545818407064	1545818407837	OK	 
REQUEST	34		Search	1545818406995	1545818407842	OK	 
REQUEST	17		Search	1545818406565	1545818407860	OK	 
REQUEST	30		Search	1545818407669	1545818407872	OK	 
REQUEST	42		Search	1545818406981	1545818407884	OK	 
REQUEST	25		Search	1545818407012	1545818407885	OK	 
REQUEST	5		Search	1545818406789	1545818407887	OK	 
USER	Users	52	START	1545818407916	1545818407916
REQUEST	27		Search	1545818406989	1545818407927	OK	 
REQUEST	39		Search	1545818406613	1545818407932	OK	 
REQUEST	46		Search	1545818407308	1545818407938	OK	 
REQUEST	33		Search	1545818407690	1545818407956	OK	 
USER	Users	53	START	1545818408015	1545818408015
USER	Users	54	START	1545818408116	1545818408116
REQUEST	38		Search	1545818407008	1545818408209	OK	 
USER	Users	55	START	1545818408222	1545818408222
REQUEST	45		Search	1545818407208	1545818408226	OK	 
REQUEST	11		Search	1545818407483	1545818408233	OK	 
REQUEST	23		Search	1545818407549	1545818408248	OK	 
REQUEST	31		Search	1545818407141	1545818408255	OK	 
REQUEST	44		Search	1545818407107	1545818408263	OK	 
REQUEST	8		Search	1545818407236	1545818408266	OK	 
REQUEST	21		Search	1545818407684	1545818408270	OK	 
REQUEST	13		Search	1545818407828	1545818408277	OK	 
REQUEST	28		Search	1545818407483	1545818408284	OK	 
USER	Users	56	START	1545818408316	1545818408316
REQUEST	35		Search	1545818406990	1545818408228	OK	 
REQUEST	10		Search	1545818407592	1545818408391	OK	 
REQUEST	43		Search	1545818407008	1545818408391	OK	 
REQUEST	46		Search	1545818407940	1545818408399	OK	 
USER	Users	57	START	1545818408416	1545818408416
REQUEST	32		Search	1545818406990	1545818408430	OK	 
REQUEST	18		Search	1545818406828	1545818408442	OK	 
REQUEST	24		Search	1545818407243	1545818408475	OK	 
REQUEST	47		Search	1545818407407	1545818408472	OK	 
REQUEST	40		Search	1545818407767	1545818408476	OK	 
REQUEST	30		Search	1545818407875	1545818408502	OK	 
USER	Users	58	START	1545818408518	1545818408518
REQUEST	25		Search	1545818407889	1545818408526	OK	 
REQUEST	12		Search	1545818407533	1545818408530	OK	 
REQUEST	27		Search	1545818407932	1545818408563	OK	 
REQUEST	19		Search	1545818407529	1545818408573	OK	 
USER	Users	59	START	1545818408618	1545818408618
REQUEST	5		Search	1545818407890	1545818408639	OK	 
REQUEST	38		Search	1545818408213	1545818408665	OK	 
REQUEST	11		Search	1545818408236	1545818408700	OK	 
REQUEST	5		Search	1545818408649	1545818408707	OK	 
USER	Users	5	END	1545818403217	1545818408708
USER	Users	60	START	1545818408717	1545818408717
REQUEST	7		Search	1545818405520	1545818408316	OK	 
USER	Users	61	START	1545818408817	1545818408817
USER	Users	62	START	1545818408917	1545818408917
USER	Users	63	START	1545818409017	1545818409017
USER	Users	64	START	1545818409116	1545818409116
REQUEST	16		Search	1545818407715	1545818409199	OK	 
USER	Users	65	START	1545818409225	1545818409225
REQUEST	40		Search	1545818408479	1545818409240	OK	 
REQUEST	51		Search	1545818407807	1545818409302	OK	 
REQUEST	20		Search	1545818407554	1545818409306	OK	 
REQUEST	36		Search	1545818407801	1545818409308	OK	 
REQUEST	55		Search	1545818408223	1545818409324	OK	 
REQUEST	53		Search	1545818408016	1545818409323	OK	 
REQUEST	42		Search	1545818407886	1545818409326	OK	 
USER	Users	66	START	1545818409329	1545818409329
REQUEST	44		Search	1545818408265	1545818409336	OK	 
REQUEST	25		Search	1545818408528	1545818409368	OK	 
USER	Users	67	START	1545818409520	1545818409520
USER	Users	68	START	1545818409520	1545818409520
REQUEST	33		Search	1545818407961	1545818409520	OK	 
REQUEST	30		Search	1545818408511	1545818409520	OK	 
REQUEST	50		Search	1545818407709	1545818409520	OK	 
REQUEST	56		Search	1545818408317	1545818409520	OK	 
REQUEST	29		Search	1545818407843	1545818409520	OK	 
REQUEST	19		Search	1545818408579	1545818409520	OK	 
REQUEST	8		Search	1545818408268	1545818409522	OK	 
REQUEST	45		Search	1545818408232	1545818409523	OK	 
REQUEST	49		Search	1545818407609	1545818409521	OK	 
REQUEST	48		Search	1545818407514	1545818409523	OK	 
REQUEST	17		Search	1545818407866	1545818409534	OK	 
REQUEST	36		Search	1545818409312	1545818409536	OK	 
REQUEST	26		Search	1545818406888	1545818409522	OK	 
REQUEST	23		Search	1545818408250	1545818409576	OK	 
REQUEST	10		Search	1545818408393	1545818409576	OK	 
REQUEST	57		Search	1545818408417	1545818409578	OK	 
REQUEST	24		Search	1545818408477	1545818409585	OK	 
REQUEST	28		Search	1545818408289	1545818409587	OK	 
REQUEST	43		Search	1545818408398	1545818409596	OK	 
REQUEST	59		Search	1545818408618	1545818409605	OK	 
USER	Users	69	START	1545818409616	1545818409616
REQUEST	48		Search	1545818409538	1545818409690	OK	 
REQUEST	32		Search	1545818408434	1545818409699	OK	 
USER	Users	70	START	1545818409718	1545818409718
REQUEST	50		Search	1545818409522	1545818409779	OK	 
REQUEST	22		Search	1545818407822	1545818409791	OK	 
REQUEST	52		Search	1545818407917	1545818409799	OK	 
REQUEST	27		Search	1545818408566	1545818409812	OK	 
USER	Users	71	START	1545818409816	1545818409816
REQUEST	61		Search	1545818408818	1545818409821	OK	 
REQUEST	12		Search	1545818408533	1545818409821	OK	 
REQUEST	7		Search	1545818408746	1545818409828	OK	 
REQUEST	55		Search	1545818409330	1545818409830	OK	 
REQUEST	16		Search	1545818409209	1545818409831	OK	 
REQUEST	15		Search	1545818406660	1545818409276	OK	 
REQUEST	42		Search	1545818409331	1545818409847	OK	 
USER	Users	72	START	1545818409916	1545818409916
USER	Users	73	START	1545818410018	1545818410018
REQUEST	38		Search	1545818408666	1545818410070	OK	 
REQUEST	35		Search	1545818408393	1545818410102	OK	 
USER	Users	74	START	1545818410118	1545818410118
REQUEST	41		Search	1545818407775	1545818410109	OK	 
REQUEST	34		Search	1545818407849	1545818410174	OK	 
REQUEST	54		Search	1545818408117	1545818410188	OK	 
REQUEST	13		Search	1545818408279	1545818410190	OK	 
USER	Users	13	END	1545818404017	1545818410193
REQUEST	58		Search	1545818408519	1545818410215	OK	 
USER	Users	75	START	1545818410218	1545818410218
REQUEST	7		Search	1545818409831	1545818410313	OK	 
USER	Users	76	START	1545818410317	1545818410317
REQUEST	46		Search	1545818408402	1545818410330	OK	 
REQUEST	30		Search	1545818409522	1545818410348	OK	 
REQUEST	76		Search	1545818410317	1545818410357	OK	 
REQUEST	65		Search	1545818409226	1545818410415	OK	 
USER	Users	77	START	1545818410417	1545818410417
REQUEST	64		Search	1545818409117	1545818410417	OK	 
REQUEST	25		Search	1545818409377	1545818410425	OK	 
REQUEST	42		Search	1545818409850	1545818410438	OK	 
REQUEST	40		Search	1545818409248	1545818410435	OK	 
REQUEST	37		Search	1545818407175	1545818410069	OK	 
REQUEST	60		Search	1545818408718	1545818410474	OK	 
USER	Users	78	START	1545818410517	1545818410517
REQUEST	49		Search	1545818409529	1545818410553	OK	 
REQUEST	47		Search	1545818408476	1545818410376	OK	 
REQUEST	31		Search	1545818408259	1545818410559	OK	 
REQUEST	21		Search	1545818408274	1545818410460	OK	 
REQUEST	53		Search	1545818409331	1545818410594	OK	 
REQUEST	24		Search	1545818409587	1545818410606	OK	 
REQUEST	50		Search	1545818409781	1545818410612	OK	 
USER	Users	79	START	1545818410619	1545818410619
REQUEST	45		Search	1545818409526	1545818410716	OK	 
USER	Users	80	START	1545818410717	1545818410717
REQUEST	44		Search	1545818409346	1545818410716	OK	 
REQUEST	20		Search	1545818409312	1545818410719	OK	 
REQUEST	17		Search	1545818409537	1545818410727	OK	 
REQUEST	68		Search	1545818409521	1545818410744	OK	 
REQUEST	35		Search	1545818410113	1545818410752	OK	 
REQUEST	51		Search	1545818409308	1545818410782	OK	 
REQUEST	29		Search	1545818409523	1545818410807	OK	 
REQUEST	57		Search	1545818409582	1545818410808	OK	 
USER	Users	81	START	1545818410816	1545818410816
REQUEST	41		Search	1545818410123	1545818410818	OK	 
REQUEST	11		Search	1545818408702	1545818410850	OK	 
REQUEST	8		Search	1545818409524	1545818410855	OK	 
REQUEST	18		Search	1545818408447	1545818410859	OK	 
REQUEST	15		Search	1545818409849	1545818410875	OK	 
REQUEST	7		Search	1545818410316	1545818410895	OK	 
USER	Users	7	END	1545818403416	1545818410897
REQUEST	23		Search	1545818409577	1545818410897	OK	 
REQUEST	33		Search	1545818409522	1545818410897	OK	 
REQUEST	62		Search	1545818408918	1545818410897	OK	 
USER	Users	82	START	1545818410906	1545818410906
REQUEST	19		Search	1545818409523	1545818410903	OK	 
REQUEST	32		Search	1545818409700	1545818410907	OK	 
REQUEST	65		Search	1545818410417	1545818410934	OK	 
USER	Users	83	START	1545818411005	1545818411005
REQUEST	78		Search	1545818410518	1545818411037	OK	 
REQUEST	15		Search	1545818410882	1545818411040	OK	 
REQUEST	10		Search	1545818409578	1545818411065	OK	 
USER	Users	10	END	1545818403715	1545818411067
REQUEST	46		Search	1545818410338	1545818411071	OK	 
REQUEST	48		Search	1545818409692	1545818411072	OK	 
REQUEST	52		Search	1545818409804	1545818411075	OK	 
REQUEST	38		Search	1545818410091	1545818411077	OK	 
USER	Users	84	START	1545818411105	1545818411105
REQUEST	39		Search	1545818407936	1545818411119	OK	 
REQUEST	59		Search	1545818409608	1545818411093	OK	 
USER	Users	85	START	1545818411206	1545818411206
REQUEST	40		Search	1545818410445	1545818411210	OK	 
USER	Users	86	START	1545818411306	1545818411306
REQUEST	67		Search	1545818409521	1545818411313	OK	 
REQUEST	50		Search	1545818410619	1545818411340	OK	 
REQUEST	28		Search	1545818409590	1545818411324	OK	 
REQUEST	69		Search	1545818409617	1545818411351	OK	 
REQUEST	56		Search	1545818409522	1545818411354	OK	 
REQUEST	64		Search	1545818410422	1545818411363	OK	 
REQUEST	34		Search	1545818410178	1545818411399	OK	 
REQUEST	42		Search	1545818410441	1545818411402	OK	 
USER	Users	87	START	1545818411407	1545818411407
REQUEST	38		Search	1545818411082	1545818411444	OK	 
USER	Users	88	START	1545818411506	1545818411506
REQUEST	51		Search	1545818410788	1545818411548	OK	 
USER	Users	89	START	1545818411729	1545818411729
USER	Users	90	START	1545818411729	1545818411729
REQUEST	65		Search	1545818410937	1545818411730	OK	 
REQUEST	63		Search	1545818409018	1545818411732	OK	 
REQUEST	62		Search	1545818410901	1545818411730	OK	 
REQUEST	85		Search	1545818411207	1545818411731	OK	 
REQUEST	36		Search	1545818409538	1545818411731	OK	 
REQUEST	45		Search	1545818410719	1545818411730	OK	 
REQUEST	81		Search	1545818410817	1545818411735	OK	 
REQUEST	15		Search	1545818411042	1545818411735	OK	 
REQUEST	77		Search	1545818410418	1545818411737	OK	 
REQUEST	47		Search	1545818410559	1545818411737	OK	 
REQUEST	82		Search	1545818410906	1545818411732	OK	 
REQUEST	79		Search	1545818410621	1545818411740	OK	 
REQUEST	54		Search	1545818410192	1545818411732	OK	 
REQUEST	72		Search	1545818409917	1545818411732	OK	 
REQUEST	21		Search	1545818410594	1545818411736	OK	 
REQUEST	70		Search	1545818409719	1545818411743	OK	 
REQUEST	24		Search	1545818410611	1545818411791	OK	 
REQUEST	53		Search	1545818410600	1545818411791	OK	 
REQUEST	66		Search	1545818409331	1545818411743	OK	 
REQUEST	22		Search	1545818409793	1545818411792	OK	 
REQUEST	37		Search	1545818410460	1545818411792	OK	 
REQUEST	8		Search	1545818410857	1545818411792	OK	 
USER	Users	8	END	1545818403517	1545818411794
REQUEST	16		Search	1545818409832	1545818411732	OK	 
REQUEST	26		Search	1545818409562	1545818411732	OK	 
REQUEST	68		Search	1545818410752	1545818411737	OK	 
REQUEST	64		Search	1545818411365	1545818411794	OK	 
REQUEST	20		Search	1545818410723	1545818411795	OK	 
REQUEST	17		Search	1545818410731	1545818411737	OK	 
REQUEST	35		Search	1545818410764	1545818411743	OK	 
REQUEST	52		Search	1545818411081	1545818411796	OK	 
REQUEST	19		Search	1545818410907	1545818411797	OK	 
REQUEST	49		Search	1545818410556	1545818411797	OK	 
REQUEST	43		Search	1545818409599	1545818411309	OK	 
REQUEST	33		Search	1545818410900	1545818411798	OK	 
REQUEST	84		Search	1545818411106	1545818411797	OK	 
REQUEST	30		Search	1545818410350	1545818411735	OK	 
REQUEST	31		Search	1545818410564	1545818411742	OK	 
REQUEST	78		Search	1545818411040	1545818411800	OK	 
REQUEST	61		Search	1545818409823	1545818411741	OK	 
REQUEST	29		Search	1545818410811	1545818411802	OK	 
REQUEST	12		Search	1545818409825	1545818411801	OK	 
REQUEST	74		Search	1545818410118	1545818411795	OK	 
USER	Users	12	END	1545818403917	1545818411804
REQUEST	75		Search	1545818410220	1545818411800	OK	 
REQUEST	76		Search	1545818410360	1545818411804	OK	 
REQUEST	38		Search	1545818411446	1545818411793	OK	 
REQUEST	11		Search	1545818410857	1545818411804	OK	 
USER	Users	11	END	1545818403816	1545818411806
REQUEST	86		Search	1545818411307	1545818411805	OK	 
REQUEST	60		Search	1545818410476	1545818411805	OK	 
USER	Users	91	START	1545818411806	1545818411806
REQUEST	32		Search	1545818410912	1545818411795	OK	 
REQUEST	9		Search	1545818407009	1545818411000	OK	 
REQUEST	59		Search	1545818411178	1545818411806	OK	 
REQUEST	48		Search	1545818411077	1545818411808	OK	 
REQUEST	41		Search	1545818410828	1545818411810	OK	 
REQUEST	71		Search	1545818409816	1545818411325	OK	 
REQUEST	23		Search	1545818410900	1545818411814	OK	 
REQUEST	44		Search	1545818410720	1545818411816	OK	 
REQUEST	55		Search	1545818409832	1545818411882	OK	 
REQUEST	57		Search	1545818410817	1545818411811	OK	 
REQUEST	73		Search	1545818410019	1545818411885	OK	 
REQUEST	83		Search	1545818411006	1545818411882	OK	 
REQUEST	25		Search	1545818410430	1545818411888	OK	 
USER	Users	92	START	1545818411907	1545818411907
REQUEST	50		Search	1545818411342	1545818411976	OK	 
USER	Users	93	START	1545818412006	1545818412006
USER	Users	94	START	1545818412110	1545818412110
REQUEST	69		Search	1545818411353	1545818412136	OK	 
REQUEST	88		Search	1545818411506	1545818412177	OK	 
USER	Users	95	START	1545818412220	1545818412220
REQUEST	63		Search	1545818411735	1545818412241	OK	 
REQUEST	58		Search	1545818410220	1545818412060	OK	 
REQUEST	31		Search	1545818411801	1545818412282	OK	 
USER	Users	96	START	1545818412306	1545818412306
REQUEST	40		Search	1545818411216	1545818412315	OK	 
REQUEST	46		Search	1545818411073	1545818412317	OK	 
REQUEST	54		Search	1545818411743	1545818412324	OK	 
REQUEST	42		Search	1545818411403	1545818412350	OK	 
REQUEST	39		Search	1545818411127	1545818412368	OK	 
REQUEST	62		Search	1545818411736	1545818412387	OK	 
REQUEST	56		Search	1545818411362	1545818412390	OK	 
