RUN	SolrFacetQueryTraffic	solrfacetquerytraffic	1545815685404	 	3.0.1
REQUEST	28		Search	1545815711142	1545815711188	OK	 
REQUEST	28		Search	1545815711189	1545815711249	OK	 
USER	Users	28	END	1545815711141	1545815711253
USER	Users	29	START	1545815712142	1545815712142
REQUEST	29		Search	1545815712142	1545815712182	OK	 
REQUEST	29		Search	1545815712183	1545815712241	OK	 
USER	Users	29	END	1545815712142	1545815712248
USER	Users	30	START	1545815712642	1545815712642
REQUEST	30		Search	1545815712643	1545815712693	OK	 
REQUEST	30		Search	1545815712694	1545815712735	OK	 
USER	Users	30	END	1545815712642	1545815712737
USER	Users	31	START	1545815713143	1545815713143
REQUEST	31		Search	1545815713144	1545815713206	OK	 
REQUEST	31		Search	1545815713210	1545815713264	OK	 
USER	Users	31	END	1545815713143	1545815713266
USER	Users	32	START	1545815714142	1545815714142
REQUEST	32		Search	1545815714143	1545815714208	OK	 
REQUEST	32		Search	1545815714210	1545815714242	OK	 
USER	Users	32	END	1545815714142	1545815714245
USER	Users	33	START	1545815714642	1545815714642
REQUEST	33		Search	1545815714643	1545815714719	OK	 
REQUEST	33		Search	1545815714722	1545815714805	OK	 
USER	Users	33	END	1545815714642	1545815714808
USER	Users	34	START	1545815715142	1545815715142
REQUEST	34		Search	1545815715143	1545815715191	OK	 
REQUEST	34		Search	1545815715196	1545815715243	OK	 
USER	Users	34	END	1545815715142	1545815715244
USER	Users	35	START	1545815716143	1545815716143
REQUEST	35		Search	1545815716144	1545815716214	OK	 
REQUEST	35		Search	1545815716220	1545815716292	OK	 
USER	Users	35	END	1545815716143	1545815716296
USER	Users	36	START	1545815716644	1545815716644
REQUEST	36		Search	1545815716645	1545815716900	OK	 
REQUEST	36		Search	1545815716904	1545815716941	OK	 
USER	Users	36	END	1545815716644	1545815716942
USER	Users	37	START	1545815717141	1545815717141
REQUEST	37		Search	1545815717142	1545815717188	OK	 
REQUEST	37		Search	1545815717189	1545815717215	OK	 
USER	Users	37	END	1545815717141	1545815717216
USER	Users	38	START	1545815718142	1545815718142
REQUEST	38		Search	1545815718143	1545815718184	OK	 
REQUEST	38		Search	1545815718185	1545815718250	OK	 
USER	Users	38	END	1545815718142	1545815718252
USER	Users	39	START	1545815718642	1545815718642
REQUEST	39		Search	1545815718642	1545815718686	OK	 
REQUEST	39		Search	1545815718688	1545815718754	OK	 
USER	Users	39	END	1545815718642	1545815718756
USER	Users	40	START	1545815719143	1545815719143
REQUEST	40		Search	1545815719143	1545815719181	OK	 
REQUEST	40		Search	1545815719182	1545815719234	OK	 
USER	Users	40	END	1545815719143	1545815719236
USER	Users	41	START	1545815720144	1545815720144
REQUEST	41		Search	1545815720146	1545815720193	OK	 
REQUEST	41		Search	1545815720198	1545815720271	OK	 
USER	Users	41	END	1545815720144	1545815720276
USER	Users	42	START	1545815720642	1545815720642
REQUEST	42		Search	1545815720643	1545815720683	OK	 
REQUEST	42		Search	1545815720685	1545815720728	OK	 
USER	Users	42	END	1545815720642	1545815720732
USER	Users	43	START	1545815721144	1545815721144
REQUEST	43		Search	1545815721145	1545815721198	OK	 
REQUEST	43		Search	1545815721203	1545815721246	OK	 
USER	Users	43	END	1545815721144	1545815721248
USER	Users	44	START	1545815722143	1545815722143
REQUEST	44		Search	1545815722145	1545815722204	OK	 
REQUEST	44		Search	1545815722228	1545815722300	OK	 
USER	Users	44	END	1545815722143	1545815722310
USER	Users	45	START	1545815722642	1545815722642
REQUEST	45		Search	1545815722643	1545815722666	OK	 
REQUEST	45		Search	1545815722668	1545815722722	OK	 
USER	Users	45	END	1545815722642	1545815722724
USER	Users	46	START	1545815723143	1545815723143
REQUEST	46		Search	1545815723144	1545815723200	OK	 
REQUEST	46		Search	1545815723203	1545815723244	OK	 
USER	Users	46	END	1545815723143	1545815723248
USER	Users	47	START	1545815724141	1545815724141
REQUEST	47		Search	1545815724142	1545815724178	OK	 
REQUEST	47		Search	1545815724181	1545815724224	OK	 
USER	Users	47	END	1545815724141	1545815724225
USER	Users	48	START	1545815724644	1545815724644
REQUEST	48		Search	1545815724645	1545815724710	OK	 
REQUEST	48		Search	1545815724715	1545815724784	OK	 
USER	Users	48	END	1545815724644	1545815724787
USER	Users	49	START	1545815725142	1545815725142
REQUEST	49		Search	1545815725143	1545815725302	OK	 
REQUEST	49		Search	1545815725399	1545815725452	OK	 
USER	Users	49	END	1545815725142	1545815725458
USER	Users	50	START	1545815725643	1545815725643
REQUEST	50		Search	1545815725643	1545815725709	OK	 
REQUEST	50		Search	1545815725713	1545815725795	OK	 
USER	Users	50	END	1545815725643	1545815725805
USER	Users	51	START	1545815726143	1545815726143
REQUEST	51		Search	1545815726143	1545815726179	OK	 
REQUEST	51		Search	1545815726192	1545815726240	OK	 
USER	Users	51	END	1545815726143	1545815726243
USER	Users	52	START	1545815727143	1545815727143
REQUEST	52		Search	1545815727144	1545815727182	OK	 
REQUEST	52		Search	1545815727184	1545815727213	OK	 
USER	Users	52	END	1545815727143	1545815727214
USER	Users	53	START	1545815727642	1545815727642
REQUEST	53		Search	1545815727643	1545815727675	OK	 
REQUEST	53		Search	1545815727676	1545815727724	OK	 
USER	Users	53	END	1545815727642	1545815727726
USER	Users	54	START	1545815728142	1545815728142
USER	Users	55	START	1545815728642	1545815728642
USER	Users	56	START	1545815729144	1545815729144
REQUEST	54		Search	1545815728143	1545815729202	OK	 
REQUEST	55		Search	1545815728643	1545815729210	OK	 
REQUEST	56		Search	1545815729145	1545815729213	OK	 
REQUEST	54		Search	1545815729212	1545815729264	OK	 
USER	Users	54	END	1545815728142	1545815729266
REQUEST	56		Search	1545815729219	1545815729285	OK	 
USER	Users	56	END	1545815729144	1545815729290
REQUEST	55		Search	1545815729213	1545815729294	OK	 
USER	Users	55	END	1545815728642	1545815729295
USER	Users	57	START	1545815730143	1545815730143
REQUEST	57		Search	1545815730144	1545815730192	OK	 
REQUEST	57		Search	1545815730197	1545815730273	OK	 
USER	Users	57	END	1545815730143	1545815730275
USER	Users	58	START	1545815730644	1545815730644
REQUEST	58		Search	1545815730645	1545815730687	OK	 
REQUEST	58		Search	1545815730690	1545815730731	OK	 
USER	Users	58	END	1545815730644	1545815730733
USER	Users	59	START	1545815731142	1545815731142
REQUEST	59		Search	1545815731143	1545815731183	OK	 
REQUEST	59		Search	1545815731184	1545815731207	OK	 
USER	Users	59	END	1545815731142	1545815731209
USER	Users	60	START	1545815731642	1545815731642
REQUEST	60		Search	1545815731643	1545815731691	OK	 
REQUEST	60		Search	1545815731694	1545815731732	OK	 
USER	Users	60	END	1545815731642	1545815731735
USER	Users	61	START	1545815732142	1545815732142
REQUEST	61		Search	1545815732143	1545815732201	OK	 
REQUEST	61		Search	1545815732205	1545815732248	OK	 
USER	Users	61	END	1545815732142	1545815732255
USER	Users	62	START	1545815733142	1545815733142
REQUEST	62		Search	1545815733143	1545815733209	OK	 
REQUEST	62		Search	1545815733213	1545815733236	OK	 
USER	Users	62	END	1545815733142	1545815733237
USER	Users	63	START	1545815733642	1545815733642
REQUEST	63		Search	1545815733643	1545815733687	OK	 
REQUEST	63		Search	1545815733691	1545815733736	OK	 
USER	Users	63	END	1545815733642	1545815733739
USER	Users	64	START	1545815734144	1545815734144
REQUEST	64		Search	1545815734145	1545815734204	OK	 
REQUEST	64		Search	1545815734216	1545815734302	OK	 
USER	Users	64	END	1545815734144	1545815734339
USER	Users	65	START	1545815734644	1545815734644
REQUEST	65		Search	1545815734645	1545815734681	OK	 
REQUEST	65		Search	1545815734684	1545815734761	OK	 
USER	Users	65	END	1545815734644	1545815734777
USER	Users	66	START	1545815735144	1545815735144
REQUEST	66		Search	1545815735145	1545815735185	OK	 
REQUEST	66		Search	1545815735188	1545815735249	OK	 
USER	Users	66	END	1545815735144	1545815735253
USER	Users	67	START	1545815735644	1545815735644
REQUEST	67		Search	1545815735645	1545815735716	OK	 
REQUEST	67		Search	1545815735727	1545815735765	OK	 
USER	Users	67	END	1545815735644	1545815735766
USER	Users	68	START	1545815736143	1545815736143
REQUEST	68		Search	1545815736144	1545815736178	OK	 
REQUEST	68		Search	1545815736179	1545815736215	OK	 
USER	Users	68	END	1545815736143	1545815736216
USER	Users	69	START	1545815736645	1545815736645
REQUEST	69		Search	1545815736646	1545815736704	OK	 
REQUEST	69		Search	1545815736706	1545815736789	OK	 
USER	Users	69	END	1545815736645	1545815736798
USER	Users	70	START	1545815737143	1545815737143
REQUEST	70		Search	1545815737144	1545815737180	OK	 
REQUEST	70		Search	1545815737182	1545815737208	OK	 
USER	Users	70	END	1545815737143	1545815737209
USER	Users	71	START	1545815738143	1545815738143
REQUEST	71		Search	1545815738144	1545815738192	OK	 
REQUEST	71		Search	1545815738193	1545815738241	OK	 
USER	Users	71	END	1545815738143	1545815738243
USER	Users	72	START	1545815738641	1545815738641
REQUEST	72		Search	1545815738642	1545815738719	OK	 
REQUEST	72		Search	1545815738723	1545815738758	OK	 
USER	Users	72	END	1545815738641	1545815738760
USER	Users	73	START	1545815739143	1545815739143
REQUEST	73		Search	1545815739145	1545815739160	OK	 
REQUEST	73		Search	1545815739161	1545815739367	OK	 
USER	Users	73	END	1545815739143	1545815739369
USER	Users	74	START	1545815739641	1545815739641
REQUEST	74		Search	1545815739642	1545815739696	OK	 
REQUEST	74		Search	1545815739699	1545815739720	OK	 
USER	Users	74	END	1545815739641	1545815739721
USER	Users	75	START	1545815740142	1545815740142
REQUEST	75		Search	1545815740143	1545815740201	OK	 
REQUEST	75		Search	1545815740208	1545815740232	OK	 
USER	Users	75	END	1545815740142	1545815740233
USER	Users	76	START	1545815740643	1545815740643
REQUEST	76		Search	1545815740644	1545815740684	OK	 
REQUEST	76		Search	1545815740685	1545815740713	OK	 
USER	Users	76	END	1545815740643	1545815740714
USER	Users	77	START	1545815741141	1545815741141
REQUEST	77		Search	1545815741142	1545815741184	OK	 
REQUEST	77		Search	1545815741185	1545815741218	OK	 
USER	Users	77	END	1545815741141	1545815741220
USER	Users	78	START	1545815741643	1545815741643
REQUEST	78		Search	1545815741644	1545815741683	OK	 
REQUEST	78		Search	1545815741686	1545815741711	OK	 
USER	Users	78	END	1545815741643	1545815741713
USER	Users	79	START	1545815742143	1545815742143
REQUEST	79		Search	1545815742145	1545815742188	OK	 
REQUEST	79		Search	1545815742189	1545815742229	OK	 
USER	Users	79	END	1545815742143	1545815742230
USER	Users	80	START	1545815742642	1545815742642
REQUEST	80		Search	1545815742645	1545815742676	OK	 
REQUEST	80		Search	1545815742677	1545815742704	OK	 
USER	Users	80	END	1545815742642	1545815742705
USER	Users	81	START	1545815743143	1545815743143
REQUEST	81		Search	1545815743144	1545815743184	OK	 
REQUEST	81		Search	1545815743185	1545815743227	OK	 
USER	Users	81	END	1545815743143	1545815743231
USER	Users	82	START	1545815743643	1545815743643
REQUEST	82		Search	1545815743643	1545815743679	OK	 
REQUEST	82		Search	1545815743682	1545815743714	OK	 
USER	Users	82	END	1545815743643	1545815743717
USER	Users	83	START	1545815744143	1545815744143
REQUEST	83		Search	1545815744144	1545815744197	OK	 
REQUEST	83		Search	1545815744201	1545815744248	OK	 
USER	Users	83	END	1545815744143	1545815744263
USER	Users	84	START	1545815744643	1545815744643
REQUEST	84		Search	1545815744644	1545815744674	OK	 
REQUEST	84		Search	1545815744675	1545815744722	OK	 
USER	Users	84	END	1545815744643	1545815744725
USER	Users	85	START	1545815745142	1545815745142
REQUEST	85		Search	1545815745143	1545815745185	OK	 
REQUEST	85		Search	1545815745186	1545815745212	OK	 
USER	Users	85	END	1545815745142	1545815745213
USER	Users	86	START	1545815745642	1545815745642
REQUEST	86		Search	1545815745643	1545815745698	OK	 
REQUEST	86		Search	1545815745701	1545815745754	OK	 
USER	Users	86	END	1545815745642	1545815745757
USER	Users	87	START	1545815746144	1545815746144
REQUEST	87		Search	1545815746144	1545815746229	OK	 
REQUEST	87		Search	1545815746248	1545815746274	OK	 
USER	Users	87	END	1545815746144	1545815746275
USER	Users	88	START	1545815746643	1545815746643
REQUEST	88		Search	1545815746644	1545815746691	OK	 
REQUEST	88		Search	1545815746693	1545815746715	OK	 
USER	Users	88	END	1545815746643	1545815746716
USER	Users	89	START	1545815747142	1545815747142
REQUEST	89		Search	1545815747142	1545815747168	OK	 
REQUEST	89		Search	1545815747169	1545815747220	OK	 
USER	Users	89	END	1545815747142	1545815747222
USER	Users	90	START	1545815747643	1545815747643
REQUEST	90		Search	1545815747644	1545815747697	OK	 
REQUEST	90		Search	1545815747699	1545815747719	OK	 
USER	Users	90	END	1545815747643	1545815747721
