RUN	SolrFacetQueryTraffic	solrfacetquerytraffic	1545818328066	1	3.0.1
REQUEST	152		Search	1545818360809	1545818360857	OK	 
REQUEST	151		Search	1545818360847	1545818360895	OK	 
REQUEST	152		Search	1545818360860	1545818360913	OK	 
REQUEST	152		Search	1545818360917	1545818360949	OK	 
REQUEST	151		Search	1545818360898	1545818360956	OK	 
USER	Users	151	END	1545818360609	1545818360958
REQUEST	152		Search	1545818360951	1545818360981	OK	 
REQUEST	152		Search	1545818360981	1545818361007	OK	 
USER	Users	152	END	1545818360808	1545818361009
USER	Users	153	START	1545818361009	1545818361009
REQUEST	153		Search	1545818361009	1545818361028	OK	 
REQUEST	153		Search	1545818361029	1545818361063	OK	 
REQUEST	153		Search	1545818361068	1545818361103	OK	 
REQUEST	153		Search	1545818361104	1545818361127	OK	 
REQUEST	153		Search	1545818361128	1545818361152	OK	 
USER	Users	153	END	1545818361009	1545818361153
USER	Users	154	START	1545818361211	1545818361211
REQUEST	154		Search	1545818361212	1545818361246	OK	 
REQUEST	154		Search	1545818361248	1545818361287	OK	 
REQUEST	154		Search	1545818361290	1545818361327	OK	 
REQUEST	154		Search	1545818361328	1545818361355	OK	 
REQUEST	154		Search	1545818361356	1545818361381	OK	 
USER	Users	154	END	1545818361211	1545818361384
USER	Users	155	START	1545818361411	1545818361411
REQUEST	155		Search	1545818361412	1545818361570	OK	 
USER	Users	156	START	1545818361608	1545818361608
REQUEST	156		Search	1545818361609	1545818361630	OK	 
REQUEST	155		Search	1545818361602	1545818361670	OK	 
REQUEST	156		Search	1545818361632	1545818361704	OK	 
REQUEST	155		Search	1545818361678	1545818361751	OK	 
REQUEST	156		Search	1545818361713	1545818361762	OK	 
USER	Users	157	START	1545818361809	1545818361809
REQUEST	155		Search	1545818361753	1545818361827	OK	 
REQUEST	157		Search	1545818361810	1545818361881	OK	 
REQUEST	155		Search	1545818361829	1545818361895	OK	 
USER	Users	155	END	1545818361411	1545818361902
REQUEST	157		Search	1545818361890	1545818361920	OK	 
REQUEST	157		Search	1545818361924	1545818361956	OK	 
REQUEST	157		Search	1545818361957	1545818361979	OK	 
REQUEST	156		Search	1545818361765	1545818361955	OK	 
USER	Users	158	START	1545818362009	1545818362009
REQUEST	157		Search	1545818361981	1545818362022	OK	 
USER	Users	157	END	1545818361809	1545818362027
REQUEST	158		Search	1545818362010	1545818362041	OK	 
REQUEST	158		Search	1545818362043	1545818362143	OK	 
REQUEST	156		Search	1545818362001	1545818362153	OK	 
USER	Users	156	END	1545818361608	1545818362183
REQUEST	158		Search	1545818362143	1545818362182	OK	 
USER	Users	159	START	1545818362209	1545818362209
REQUEST	158		Search	1545818362187	1545818362221	OK	 
REQUEST	158		Search	1545818362221	1545818362254	OK	 
USER	Users	158	END	1545818362009	1545818362254
REQUEST	159		Search	1545818362209	1545818362255	OK	 
REQUEST	159		Search	1545818362257	1545818362365	OK	 
REQUEST	159		Search	1545818362369	1545818362406	OK	 
USER	Users	160	START	1545818362408	1545818362408
REQUEST	159		Search	1545818362408	1545818362419	OK	 
REQUEST	160		Search	1545818362409	1545818362440	OK	 
REQUEST	159		Search	1545818362420	1545818362445	OK	 
USER	Users	159	END	1545818362209	1545818362446
USER	Users	161	START	1545818362609	1545818362609
REQUEST	161		Search	1545818362610	1545818362658	OK	 
REQUEST	161		Search	1545818362662	1545818362692	OK	 
REQUEST	161		Search	1545818362695	1545818362733	OK	 
REQUEST	161		Search	1545818362734	1545818362776	OK	 
USER	Users	162	START	1545818362809	1545818362809
REQUEST	161		Search	1545818362778	1545818362814	OK	 
USER	Users	161	END	1545818362609	1545818362815
REQUEST	162		Search	1545818362809	1545818362843	OK	 
REQUEST	162		Search	1545818362844	1545818362870	OK	 
REQUEST	162		Search	1545818362871	1545818362910	OK	 
REQUEST	162		Search	1545818362912	1545818362945	OK	 
REQUEST	162		Search	1545818362946	1545818362966	OK	 
USER	Users	162	END	1545818362809	1545818362967
USER	Users	163	START	1545818363009	1545818363009
REQUEST	163		Search	1545818363010	1545818363029	OK	 
REQUEST	163		Search	1545818363030	1545818363056	OK	 
REQUEST	163		Search	1545818363056	1545818363103	OK	 
REQUEST	160		Search	1545818362442	1545818363092	OK	 
REQUEST	160		Search	1545818363117	1545818363148	OK	 
REQUEST	163		Search	1545818363108	1545818363159	OK	 
REQUEST	163		Search	1545818363164	1545818363175	OK	 
USER	Users	163	END	1545818363009	1545818363176
REQUEST	160		Search	1545818363148	1545818363190	OK	 
USER	Users	164	START	1545818363209	1545818363209
REQUEST	164		Search	1545818363210	1545818363277	OK	 
REQUEST	160		Search	1545818363196	1545818363373	OK	 
USER	Users	160	END	1545818362408	1545818363380
REQUEST	164		Search	1545818363284	1545818363385	OK	 
USER	Users	165	START	1545818363409	1545818363409
REQUEST	164		Search	1545818363389	1545818363436	OK	 
REQUEST	165		Search	1545818363409	1545818363439	OK	 
REQUEST	164		Search	1545818363438	1545818363468	OK	 
REQUEST	165		Search	1545818363441	1545818363477	OK	 
REQUEST	165		Search	1545818363478	1545818363505	OK	 
REQUEST	165		Search	1545818363506	1545818363564	OK	 
USER	Users	166	START	1545818363611	1545818363611
REQUEST	165		Search	1545818363566	1545818363687	OK	 
USER	Users	165	END	1545818363409	1545818363687
REQUEST	166		Search	1545818363611	1545818363702	OK	 
REQUEST	166		Search	1545818363704	1545818363744	OK	 
REQUEST	166		Search	1545818363748	1545818363797	OK	 
USER	Users	167	START	1545818363809	1545818363809
REQUEST	166		Search	1545818363799	1545818363818	OK	 
REQUEST	167		Search	1545818363810	1545818363828	OK	 
REQUEST	167		Search	1545818363828	1545818363857	OK	 
REQUEST	167		Search	1545818363860	1545818363887	OK	 
REQUEST	166		Search	1545818363819	1545818363894	OK	 
USER	Users	166	END	1545818363611	1545818363897
REQUEST	167		Search	1545818363889	1545818363909	OK	 
REQUEST	167		Search	1545818363910	1545818363935	OK	 
USER	Users	167	END	1545818363809	1545818363936
USER	Users	168	START	1545818364009	1545818364009
REQUEST	164		Search	1545818363469	1545818364026	OK	 
USER	Users	164	END	1545818363209	1545818364036
REQUEST	168		Search	1545818364009	1545818364092	OK	 
REQUEST	168		Search	1545818364102	1545818364116	OK	 
REQUEST	168		Search	1545818364117	1545818364132	OK	 
REQUEST	168		Search	1545818364133	1545818364154	OK	 
REQUEST	168		Search	1545818364155	1545818364173	OK	 
USER	Users	168	END	1545818364009	1545818364174
USER	Users	169	START	1545818364210	1545818364210
REQUEST	169		Search	1545818364210	1545818364352	OK	 
USER	Users	170	START	1545818364409	1545818364409
REQUEST	169		Search	1545818364390	1545818364425	OK	 
REQUEST	170		Search	1545818364410	1545818364447	OK	 
REQUEST	169		Search	1545818364426	1545818364461	OK	 
REQUEST	169		Search	1545818364463	1545818364495	OK	 
REQUEST	170		Search	1545818364450	1545818364497	OK	 
REQUEST	170		Search	1545818364499	1545818364528	OK	 
REQUEST	169		Search	1545818364496	1545818364534	OK	 
USER	Users	169	END	1545818364210	1545818364536
REQUEST	170		Search	1545818364529	1545818364572	OK	 
USER	Users	171	START	1545818364609	1545818364609
REQUEST	170		Search	1545818364574	1545818364610	OK	 
USER	Users	170	END	1545818364409	1545818364615
REQUEST	171		Search	1545818364610	1545818364639	OK	 
REQUEST	171		Search	1545818364640	1545818364685	OK	 
REQUEST	171		Search	1545818364689	1545818364715	OK	 
REQUEST	171		Search	1545818364718	1545818364749	OK	 
REQUEST	171		Search	1545818364750	1545818364806	OK	 
USER	Users	171	END	1545818364609	1545818364807
USER	Users	172	START	1545818364809	1545818364809
REQUEST	172		Search	1545818364810	1545818364860	OK	 
REQUEST	172		Search	1545818364862	1545818364882	OK	 
REQUEST	172		Search	1545818364883	1545818364905	OK	 
REQUEST	172		Search	1545818364906	1545818364991	OK	 
USER	Users	173	START	1545818365009	1545818365009
REQUEST	172		Search	1545818365002	1545818365040	OK	 
USER	Users	172	END	1545818364809	1545818365040
REQUEST	173		Search	1545818365010	1545818365041	OK	 
REQUEST	173		Search	1545818365042	1545818365055	OK	 
USER	Users	174	START	1545818365209	1545818365209
REQUEST	174		Search	1545818365210	1545818365330	OK	 
REQUEST	173		Search	1545818365055	1545818365345	OK	 
REQUEST	173		Search	1545818365347	1545818365360	OK	 
REQUEST	174		Search	1545818365333	1545818365387	OK	 
USER	Users	175	START	1545818365409	1545818365409
REQUEST	174		Search	1545818365391	1545818365422	OK	 
REQUEST	173		Search	1545818365361	1545818365426	OK	 
USER	Users	173	END	1545818365009	1545818365427
REQUEST	175		Search	1545818365410	1545818365445	OK	 
REQUEST	175		Search	1545818365447	1545818365541	OK	 
USER	Users	176	START	1545818365609	1545818365609
REQUEST	175		Search	1545818365542	1545818365614	OK	 
REQUEST	175		Search	1545818365626	1545818365645	OK	 
REQUEST	175		Search	1545818365646	1545818365703	OK	 
USER	Users	175	END	1545818365409	1545818365704
REQUEST	176		Search	1545818365609	1545818365704	OK	 
REQUEST	174		Search	1545818365423	1545818365720	OK	 
REQUEST	176		Search	1545818365707	1545818365735	OK	 
REQUEST	174		Search	1545818365732	1545818365788	OK	 
USER	Users	174	END	1545818365209	1545818365789
USER	Users	177	START	1545818365809	1545818365809
REQUEST	176		Search	1545818365739	1545818365836	OK	 
REQUEST	176		Search	1545818365840	1545818365918	OK	 
REQUEST	176		Search	1545818365919	1545818365965	OK	 
USER	Users	176	END	1545818365609	1545818365969
USER	Users	178	START	1545818366010	1545818366010
REQUEST	178		Search	1545818366011	1545818366046	OK	 
REQUEST	178		Search	1545818366048	1545818366088	OK	 
REQUEST	178		Search	1545818366089	1545818366128	OK	 
REQUEST	177		Search	1545818365810	1545818366070	OK	 
REQUEST	177		Search	1545818366147	1545818366168	OK	 
REQUEST	178		Search	1545818366133	1545818366191	OK	 
USER	Users	179	START	1545818366208	1545818366208
REQUEST	178		Search	1545818366194	1545818366219	OK	 
USER	Users	178	END	1545818366010	1545818366220
REQUEST	177		Search	1545818366171	1545818366224	OK	 
REQUEST	179		Search	1545818366209	1545818366291	OK	 
REQUEST	177		Search	1545818366235	1545818366312	OK	 
REQUEST	177		Search	1545818366315	1545818366356	OK	 
USER	Users	177	END	1545818365809	1545818366358
REQUEST	179		Search	1545818366305	1545818366387	OK	 
USER	Users	180	START	1545818366410	1545818366410
REQUEST	180		Search	1545818366410	1545818366457	OK	 
REQUEST	179		Search	1545818366406	1545818366468	OK	 
REQUEST	180		Search	1545818366460	1545818366493	OK	 
REQUEST	179		Search	1545818366470	1545818366524	OK	 
REQUEST	180		Search	1545818366494	1545818366533	OK	 
USER	Users	181	START	1545818366609	1545818366609
REQUEST	181		Search	1545818366610	1545818366640	OK	 
REQUEST	180		Search	1545818366533	1545818366651	OK	 
REQUEST	179		Search	1545818366525	1545818366657	OK	 
USER	Users	179	END	1545818366208	1545818366672
REQUEST	180		Search	1545818366653	1545818366681	OK	 
USER	Users	180	END	1545818366410	1545818366684
REQUEST	181		Search	1545818366641	1545818366685	OK	 
REQUEST	181		Search	1545818366686	1545818366720	OK	 
REQUEST	181		Search	1545818366721	1545818366741	OK	 
REQUEST	181		Search	1545818366742	1545818366791	OK	 
USER	Users	181	END	1545818366609	1545818366792
USER	Users	182	START	1545818366811	1545818366811
REQUEST	182		Search	1545818366811	1545818366849	OK	 
REQUEST	182		Search	1545818366850	1545818366875	OK	 
REQUEST	182		Search	1545818366876	1545818366900	OK	 
REQUEST	182		Search	1545818366901	1545818366958	OK	 
USER	Users	183	START	1545818367009	1545818367009
REQUEST	183		Search	1545818367010	1545818367074	OK	 
REQUEST	182		Search	1545818366965	1545818367076	OK	 
USER	Users	182	END	1545818366811	1545818367085
REQUEST	183		Search	1545818367075	1545818367096	OK	 
REQUEST	183		Search	1545818367097	1545818367122	OK	 
REQUEST	183		Search	1545818367123	1545818367150	OK	 
REQUEST	183		Search	1545818367151	1545818367170	OK	 
USER	Users	183	END	1545818367009	1545818367171
USER	Users	184	START	1545818367211	1545818367211
REQUEST	184		Search	1545818367212	1545818367257	OK	 
REQUEST	184		Search	1545818367258	1545818367282	OK	 
REQUEST	184		Search	1545818367283	1545818367309	OK	 
REQUEST	184		Search	1545818367311	1545818367328	OK	 
REQUEST	184		Search	1545818367329	1545818367348	OK	 
USER	Users	184	END	1545818367211	1545818367349
USER	Users	185	START	1545818367410	1545818367410
REQUEST	185		Search	1545818367410	1545818367437	OK	 
REQUEST	185		Search	1545818367439	1545818367450	OK	 
REQUEST	185		Search	1545818367451	1545818367478	OK	 
REQUEST	185		Search	1545818367479	1545818367543	OK	 
REQUEST	185		Search	1545818367564	1545818367597	OK	 
USER	Users	185	END	1545818367410	1545818367598
USER	Users	186	START	1545818367609	1545818367609
REQUEST	186		Search	1545818367610	1545818367634	OK	 
REQUEST	186		Search	1545818367635	1545818367659	OK	 
REQUEST	186		Search	1545818367660	1545818367699	OK	 
REQUEST	186		Search	1545818367701	1545818367736	OK	 
REQUEST	186		Search	1545818367739	1545818367780	OK	 
USER	Users	186	END	1545818367609	1545818367782
USER	Users	187	START	1545818367810	1545818367810
REQUEST	187		Search	1545818367810	1545818367844	OK	 
REQUEST	187		Search	1545818367845	1545818367920	OK	 
REQUEST	187		Search	1545818367942	1545818367981	OK	 
REQUEST	187		Search	1545818367991	1545818368007	OK	 
USER	Users	188	START	1545818368011	1545818368011
REQUEST	187		Search	1545818368007	1545818368031	OK	 
USER	Users	187	END	1545818367810	1545818368033
REQUEST	188		Search	1545818368011	1545818368054	OK	 
REQUEST	188		Search	1545818368055	1545818368079	OK	 
REQUEST	188		Search	1545818368081	1545818368158	OK	 
REQUEST	188		Search	1545818368159	1545818368187	OK	 
USER	Users	189	START	1545818368209	1545818368209
REQUEST	188		Search	1545818368190	1545818368231	OK	 
USER	Users	188	END	1545818368011	1545818368233
REQUEST	189		Search	1545818368209	1545818368243	OK	 
REQUEST	189		Search	1545818368244	1545818368274	OK	 
REQUEST	189		Search	1545818368278	1545818368314	OK	 
REQUEST	189		Search	1545818368322	1545818368361	OK	 
REQUEST	189		Search	1545818368370	1545818368407	OK	 
USER	Users	189	END	1545818368209	1545818368408
USER	Users	190	START	1545818368409	1545818368409
REQUEST	190		Search	1545818368416	1545818368439	OK	 
REQUEST	190		Search	1545818368441	1545818368477	OK	 
REQUEST	190		Search	1545818368478	1545818368513	OK	 
REQUEST	190		Search	1545818368516	1545818368558	OK	 
REQUEST	190		Search	1545818368569	1545818368605	OK	 
USER	Users	190	END	1545818368409	1545818368606
USER	Users	191	START	1545818368610	1545818368610
REQUEST	191		Search	1545818368610	1545818368631	OK	 
REQUEST	191		Search	1545818368631	1545818368664	OK	 
REQUEST	191		Search	1545818368670	1545818368763	OK	 
USER	Users	192	START	1545818368809	1545818368809
REQUEST	191		Search	1545818368794	1545818368823	OK	 
REQUEST	192		Search	1545818368810	1545818368862	OK	 
REQUEST	191		Search	1545818368824	1545818368882	OK	 
USER	Users	191	END	1545818368610	1545818368891
REQUEST	192		Search	1545818368875	1545818368908	OK	 
REQUEST	192		Search	1545818368910	1545818368934	OK	 
REQUEST	192		Search	1545818368935	1545818368967	OK	 
USER	Users	193	START	1545818369008	1545818369008
REQUEST	193		Search	1545818369009	1545818369029	OK	 
REQUEST	193		Search	1545818369031	1545818369067	OK	 
REQUEST	192		Search	1545818368970	1545818369089	OK	 
USER	Users	192	END	1545818368809	1545818369092
REQUEST	193		Search	1545818369069	1545818369111	OK	 
REQUEST	193		Search	1545818369113	1545818369156	OK	 
REQUEST	193		Search	1545818369163	1545818369184	OK	 
USER	Users	193	END	1545818369008	1545818369185
USER	Users	194	START	1545818369211	1545818369211
REQUEST	194		Search	1545818369211	1545818369277	OK	 
REQUEST	194		Search	1545818369279	1545818369294	OK	 
REQUEST	194		Search	1545818369295	1545818369308	OK	 
REQUEST	194		Search	1545818369309	1545818369323	OK	 
REQUEST	194		Search	1545818369323	1545818369346	OK	 
USER	Users	194	END	1545818369211	1545818369347
USER	Users	195	START	1545818369411	1545818369411
REQUEST	195		Search	1545818369412	1545818369454	OK	 
REQUEST	195		Search	1545818369458	1545818369481	OK	 
REQUEST	195		Search	1545818369483	1545818369556	OK	 
REQUEST	195		Search	1545818369569	1545818369601	OK	 
USER	Users	196	START	1545818369609	1545818369609
REQUEST	195		Search	1545818369601	1545818369730	OK	 
USER	Users	195	END	1545818369411	1545818369731
REQUEST	196		Search	1545818369610	1545818369746	OK	 
REQUEST	196		Search	1545818369751	1545818369784	OK	 
REQUEST	196		Search	1545818369788	1545818369804	OK	 
USER	Users	197	START	1545818369811	1545818369811
REQUEST	196		Search	1545818369805	1545818369840	OK	 
REQUEST	197		Search	1545818369812	1545818369860	OK	 
REQUEST	196		Search	1545818369844	1545818369906	OK	 
USER	Users	196	END	1545818369609	1545818369906
REQUEST	197		Search	1545818369865	1545818369914	OK	 
REQUEST	197		Search	1545818369914	1545818369937	OK	 
REQUEST	197		Search	1545818369938	1545818369969	OK	 
USER	Users	198	START	1545818370009	1545818370009
REQUEST	197		Search	1545818369971	1545818370006	OK	 
USER	Users	197	END	1545818369811	1545818370010
REQUEST	198		Search	1545818370009	1545818370046	OK	 
REQUEST	198		Search	1545818370053	1545818370074	OK	 
REQUEST	198		Search	1545818370075	1545818370098	OK	 
REQUEST	198		Search	1545818370099	1545818370125	OK	 
REQUEST	198		Search	1545818370128	1545818370138	OK	 
USER	Users	198	END	1545818370009	1545818370140
USER	Users	199	START	1545818370210	1545818370210
REQUEST	199		Search	1545818370211	1545818370232	OK	 
REQUEST	199		Search	1545818370233	1545818370263	OK	 
REQUEST	199		Search	1545818370264	1545818370274	OK	 
REQUEST	199		Search	1545818370274	1545818370292	OK	 
REQUEST	199		Search	1545818370293	1545818370313	OK	 
USER	Users	199	END	1545818370210	1545818370314
USER	Users	200	START	1545818370411	1545818370411
REQUEST	200		Search	1545818370412	1545818370443	OK	 
REQUEST	200		Search	1545818370444	1545818370468	OK	 
REQUEST	200		Search	1545818370470	1545818370526	OK	 
REQUEST	200		Search	1545818370538	1545818370554	OK	 
REQUEST	200		Search	1545818370555	1545818370577	OK	 
USER	Users	200	END	1545818370411	1545818370580
USER	Users	201	START	1545818370608	1545818370608
REQUEST	201		Search	1545818370609	1545818370635	OK	 
REQUEST	201		Search	1545818370636	1545818370668	OK	 
REQUEST	201		Search	1545818370671	1545818370701	OK	 
REQUEST	201		Search	1545818370705	1545818370738	OK	 
REQUEST	201		Search	1545818370741	1545818370765	OK	 
USER	Users	201	END	1545818370608	1545818370766
USER	Users	202	START	1545818370811	1545818370811
REQUEST	202		Search	1545818370812	1545818370864	OK	 
REQUEST	202		Search	1545818370866	1545818370887	OK	 
REQUEST	202		Search	1545818370889	1545818370912	OK	 
REQUEST	202		Search	1545818370915	1545818370940	OK	 
REQUEST	202		Search	1545818370941	1545818370966	OK	 
USER	Users	202	END	1545818370811	1545818370967
USER	Users	203	START	1545818371010	1545818371010
REQUEST	203		Search	1545818371010	1545818371049	OK	 
REQUEST	203		Search	1545818371051	1545818371078	OK	 
REQUEST	203		Search	1545818371080	1545818371124	OK	 
REQUEST	203		Search	1545818371131	1545818371165	OK	 
REQUEST	203		Search	1545818371166	1545818371187	OK	 
USER	Users	203	END	1545818371010	1545818371188
USER	Users	204	START	1545818371208	1545818371208
REQUEST	204		Search	1545818371209	1545818371336	OK	 
REQUEST	204		Search	1545818371343	1545818371394	OK	 
USER	Users	205	START	1545818371409	1545818371409
REQUEST	205		Search	1545818371410	1545818371445	OK	 
REQUEST	205		Search	1545818371450	1545818371478	OK	 
REQUEST	205		Search	1545818371479	1545818371504	OK	 
REQUEST	204		Search	1545818371398	1545818371480	OK	 
REQUEST	204		Search	1545818371512	1545818371555	OK	 
REQUEST	205		Search	1545818371505	1545818371559	OK	 
REQUEST	205		Search	1545818371564	1545818371598	OK	 
USER	Users	205	END	1545818371409	1545818371599
REQUEST	204		Search	1545818371556	1545818371603	OK	 
USER	Users	204	END	1545818371208	1545818371607
USER	Users	206	START	1545818371611	1545818371611
REQUEST	206		Search	1545818371611	1545818371644	OK	 
REQUEST	206		Search	1545818371647	1545818371683	OK	 
REQUEST	206		Search	1545818371684	1545818371703	OK	 
REQUEST	206		Search	1545818371704	1545818371743	OK	 
REQUEST	206		Search	1545818371747	1545818371762	OK	 
USER	Users	206	END	1545818371611	1545818371764
USER	Users	207	START	1545818371810	1545818371810
REQUEST	207		Search	1545818371810	1545818371830	OK	 
REQUEST	207		Search	1545818371831	1545818371880	OK	 
REQUEST	207		Search	1545818371889	1545818371923	OK	 
REQUEST	207		Search	1545818371924	1545818371952	OK	 
USER	Users	208	START	1545818372011	1545818372011
REQUEST	208		Search	1545818372011	1545818372034	OK	 
REQUEST	207		Search	1545818371953	1545818372032	OK	 
USER	Users	207	END	1545818371810	1545818372065
REQUEST	208		Search	1545818372035	1545818372071	OK	 
REQUEST	208		Search	1545818372076	1545818372103	OK	 
REQUEST	208		Search	1545818372104	1545818372125	OK	 
REQUEST	208		Search	1545818372126	1545818372163	OK	 
USER	Users	208	END	1545818372011	1545818372165
USER	Users	209	START	1545818372210	1545818372210
REQUEST	209		Search	1545818372211	1545818372250	OK	 
REQUEST	209		Search	1545818372252	1545818372318	OK	 
USER	Users	210	START	1545818372411	1545818372411
REQUEST	210		Search	1545818372412	1545818372437	OK	 
REQUEST	210		Search	1545818372440	1545818372466	OK	 
REQUEST	209		Search	1545818372319	1545818372436	OK	 
REQUEST	210		Search	1545818372469	1545818372499	OK	 
REQUEST	209		Search	1545818372477	1545818372505	OK	 
REQUEST	209		Search	1545818372506	1545818372529	OK	 
USER	Users	209	END	1545818372210	1545818372531
REQUEST	210		Search	1545818372500	1545818372534	OK	 
REQUEST	210		Search	1545818372535	1545818372558	OK	 
USER	Users	210	END	1545818372411	1545818372559
USER	Users	211	START	1545818372611	1545818372611
REQUEST	211		Search	1545818372612	1545818372640	OK	 
REQUEST	211		Search	1545818372642	1545818372669	OK	 
REQUEST	211		Search	1545818372670	1545818372702	OK	 
REQUEST	211		Search	1545818372703	1545818372725	OK	 
REQUEST	211		Search	1545818372727	1545818372745	OK	 
USER	Users	211	END	1545818372611	1545818372746
USER	Users	212	START	1545818372809	1545818372809
REQUEST	212		Search	1545818372809	1545818372933	OK	 
REQUEST	212		Search	1545818372935	1545818372962	OK	 
REQUEST	212		Search	1545818372963	1545818372992	OK	 
USER	Users	213	START	1545818373009	1545818373009
REQUEST	212		Search	1545818372994	1545818373015	OK	 
REQUEST	212		Search	1545818373016	1545818373047	OK	 
USER	Users	212	END	1545818372809	1545818373048
REQUEST	213		Search	1545818373010	1545818373063	OK	 
REQUEST	213		Search	1545818373069	1545818373090	OK	 
REQUEST	213		Search	1545818373091	1545818373126	OK	 
REQUEST	213		Search	1545818373127	1545818373164	OK	 
REQUEST	213		Search	1545818373169	1545818373189	OK	 
USER	Users	213	END	1545818373009	1545818373192
USER	Users	214	START	1545818373211	1545818373211
REQUEST	214		Search	1545818373211	1545818373257	OK	 
REQUEST	214		Search	1545818373265	1545818373301	OK	 
REQUEST	214		Search	1545818373302	1545818373320	OK	 
REQUEST	214		Search	1545818373321	1545818373362	OK	 
REQUEST	214		Search	1545818373364	1545818373395	OK	 
USER	Users	214	END	1545818373211	1545818373396
USER	Users	215	START	1545818373409	1545818373409
REQUEST	215		Search	1545818373409	1545818373458	OK	 
REQUEST	215		Search	1545818373461	1545818373485	OK	 
USER	Users	216	START	1545818373610	1545818373610
REQUEST	215		Search	1545818373486	1545818373654	OK	 
REQUEST	216		Search	1545818373610	1545818373668	OK	 
REQUEST	215		Search	1545818373657	1545818373675	OK	 
REQUEST	216		Search	1545818373669	1545818373704	OK	 
REQUEST	215		Search	1545818373676	1545818373725	OK	 
USER	Users	215	END	1545818373409	1545818373726
REQUEST	216		Search	1545818373705	1545818373740	OK	 
REQUEST	216		Search	1545818373742	1545818373768	OK	 
REQUEST	216		Search	1545818373769	1545818373794	OK	 
USER	Users	216	END	1545818373610	1545818373795
USER	Users	217	START	1545818373809	1545818373809
REQUEST	217		Search	1545818373810	1545818373851	OK	 
REQUEST	217		Search	1545818373854	1545818373873	OK	 
REQUEST	217		Search	1545818373874	1545818373921	OK	 
REQUEST	217		Search	1545818373926	1545818373960	OK	 
REQUEST	217		Search	1545818373962	1545818373998	OK	 
USER	Users	217	END	1545818373809	1545818374001
USER	Users	218	START	1545818374009	1545818374009
REQUEST	218		Search	1545818374010	1545818374046	OK	 
REQUEST	218		Search	1545818374049	1545818374089	OK	 
REQUEST	218		Search	1545818374097	1545818374132	OK	 
REQUEST	218		Search	1545818374133	1545818374161	OK	 
REQUEST	218		Search	1545818374163	1545818374194	OK	 
USER	Users	218	END	1545818374009	1545818374195
USER	Users	219	START	1545818374211	1545818374211
REQUEST	219		Search	1545818374212	1545818374238	OK	 
REQUEST	219		Search	1545818374240	1545818374264	OK	 
REQUEST	219		Search	1545818374265	1545818374288	OK	 
REQUEST	219		Search	1545818374289	1545818374315	OK	 
REQUEST	219		Search	1545818374316	1545818374334	OK	 
USER	Users	219	END	1545818374211	1545818374337
USER	Users	220	START	1545818374409	1545818374409
REQUEST	220		Search	1545818374409	1545818374439	OK	 
REQUEST	220		Search	1545818374440	1545818374473	OK	 
REQUEST	220		Search	1545818374474	1545818374571	OK	 
REQUEST	220		Search	1545818374573	1545818374587	OK	 
USER	Users	221	START	1545818374610	1545818374610
REQUEST	220		Search	1545818374587	1545818374626	OK	 
USER	Users	220	END	1545818374409	1545818374631
REQUEST	221		Search	1545818374611	1545818374643	OK	 
REQUEST	221		Search	1545818374645	1545818374683	OK	 
REQUEST	221		Search	1545818374684	1545818374718	OK	 
REQUEST	221		Search	1545818374720	1545818374744	OK	 
REQUEST	221		Search	1545818374745	1545818374788	OK	 
USER	Users	221	END	1545818374610	1545818374790
USER	Users	222	START	1545818374811	1545818374811
REQUEST	222		Search	1545818374812	1545818374836	OK	 
REQUEST	222		Search	1545818374837	1545818374868	OK	 
REQUEST	222		Search	1545818374872	1545818374899	OK	 
REQUEST	222		Search	1545818374902	1545818374938	OK	 
REQUEST	222		Search	1545818374939	1545818374972	OK	 
USER	Users	222	END	1545818374811	1545818374974
USER	Users	223	START	1545818375008	1545818375008
REQUEST	223		Search	1545818375009	1545818375037	OK	 
REQUEST	223		Search	1545818375039	1545818375080	OK	 
REQUEST	223		Search	1545818375089	1545818375117	OK	 
REQUEST	223		Search	1545818375118	1545818375147	OK	 
REQUEST	223		Search	1545818375149	1545818375166	OK	 
USER	Users	223	END	1545818375008	1545818375168
USER	Users	224	START	1545818375210	1545818375210
REQUEST	224		Search	1545818375211	1545818375251	OK	 
REQUEST	224		Search	1545818375256	1545818375282	OK	 
REQUEST	224		Search	1545818375284	1545818375322	OK	 
REQUEST	224		Search	1545818375324	1545818375363	OK	 
REQUEST	224		Search	1545818375364	1545818375397	OK	 
USER	Users	224	END	1545818375210	1545818375398
USER	Users	225	START	1545818375409	1545818375409
REQUEST	225		Search	1545818375410	1545818375432	OK	 
REQUEST	225		Search	1545818375433	1545818375454	OK	 
REQUEST	225		Search	1545818375455	1545818375576	OK	 
USER	Users	226	START	1545818375611	1545818375611
REQUEST	226		Search	1545818375612	1545818375627	OK	 
REQUEST	225		Search	1545818375579	1545818375638	OK	 
REQUEST	225		Search	1545818375651	1545818375668	OK	 
USER	Users	225	END	1545818375409	1545818375669
REQUEST	226		Search	1545818375628	1545818375684	OK	 
REQUEST	226		Search	1545818375690	1545818375713	OK	 
USER	Users	227	START	1545818375809	1545818375809
REQUEST	227		Search	1545818375810	1545818375884	OK	 
REQUEST	227		Search	1545818375888	1545818375945	OK	 
REQUEST	227		Search	1545818375950	1545818375987	OK	 
USER	Users	228	START	1545818376059	1545818376059
REQUEST	227		Search	1545818375988	1545818376088	OK	 
